"id","year_filmed","views_as_of_06162017","tags"
"708","2008","687513","personal growth,history,performance,art"
"709","2009","293225","public health,health,health care,medicine,sight,humanity,design,technology"
"71","2006","3007625","philanthropy,Christianity,God,happiness,motivation,culture,religion,leadership"
"710","2009","477008","culture,music,media,entertainment,global issues,Egypt"
"712","2009","629630","money,corruption,economics,terrorism,global issues"
"713","2009","538396","Asia,photography,war,humanity,storytelling,art"
"714","2009","2032519","oceans,web,culture,entrepreneur,animals,entertainment,business,Internet"
"715","2009","548872","insects,birds,biology,science,biodiversity,ecology"
"716","2009","803374","poetry,books,music,language,writing,art"
"717","2009","492755","Asia,crime,poverty,potential,social change,entrepreneur,society,TED Fellows"
"718","2009","701056","alternative energy,physics,energy,climate change,environment"
"719","2009","411668","health,health care,culture,war,violence,politics,entrepreneur,global issues,peace,TED Fellows"
"72","2004","891435","marketing,economics,culture,entertainment,technology,business"
"720","2005","8661921","goal-setting,computers,death,innovation,life,design,creativity,technology,business"
"721","2005","386467","philosophy,law,education,politics,government"
"722","2009","153364","poverty,innovation,infrastructure,global development,engineering,creativity,business"
"723","2009","770938","aircraft,solar energy,engineering,green,adventure,technology"
"724","2009","1913821","cognitive science,neuroscience,evolution,biology,brain,science,cities"
"726","2009","1774756","photography,science,nature,art"
"727","2009","3070053","health,biology,TEDx,culture,food,exploration,science,life"
"728","2009","393020","water,environment,animals,biodiversity,ecology"
"729","2009","641224","live music,music,performance"
"73","2005","2379636","happiness,work-life balance,health,psychology,culture,personal growth,potential,choice,parenting"
"730","2007","557832","disease,education,self,culture,life"
"732","2009","565258","primates,mind,psychology,biology,brain,humanity,life"
"733","2009","144948","presentation,money,life,business"
"734","2009","413101","activism,social change,environment,animals,biodiversity"
"735","2009","1396335","education,india,social change,leadership,children,society"
"736","2009","356650","map,cities,design,technology,collaboration"
"737","2004","50040","novel,poetry,books,disaster relief,storytelling"
"738","2005","1048012","map,astronomy,comedy,science,humor"
"74","2005","1351194","alternative energy,invention,culture,cities,environment,sustainability,design,global issues,business,collaboration"
"741","2009","14806661","magic,medicine,biology,performance"
"743","2009","433896","Asia,india,future,design,art"
"744","2009","1685522","health,medicine,biology,science,technology"
"745","2009","552102","live music,music,performance"
"746","1991","317752","universe,evolution,biology,science,life"
"747","2005","664106","poetry,education,performance,writing"
"748","2009","747336","heart health,public health,health,health care,medicine,cities,technology"
"75","2005","573543","philanthropy,investment,culture,media,global issues,business"
"750","2009","692715","theater,TEDx,architecture,design,creativity"
"751","2009","1203125","yesallwomen,gender,feminism,self,culture,social change,women"
"752","2009","686623","invention,health,medicine,innovation,entrepreneur,children,design,TED Fellows"
"755","2009","2755445","map,creativity,business"
"756","2008","1387873","goal-setting,books,poverty,education,creativity,writing"
"757","2009","490117","economics,health,brain,women,global issues,technology,big problems,sanitation"
"759","2009","520009","health,health care,medicine,media,entrepreneur,collaboration,community"
"76","2004","2148077","apes,education,genetics,intelligence,evolution,biology,culture,language,animals"
"760","2009","494023","chemistry,biotech,disease,poverty,health,health care,TEDx,innovation,science,technology"
"761","2009","680120","cancer,health,health care,medicine,technology"
"762","2009","430722","space,illness,astronomy,science,creativity,art"
"763","2009","731270","money,corruption,TEDx,politics,global issues"
"765","2010","7492892","obesity,education,health,food,global issues,business"
"766","2010","1699998","map,virtual reality,cities,design,technology"
"767","2010","4211415","TED Brain Trust,invention,energy,science,global issues,technology,business"
"768","2010","650196","politics,global issues,business"
"769","2009","2021647","prosthetics,happiness,health,activism,social change,society"
"77","2004","1057556","online video,oceans,biology,biomechanics,science,technology"
"770","2009","531042","computers,TEDx,history,life,technology"
"771","2010","602593","law,health care,design,business"
"772","2009","703817","disease,health,health care,medicine,technology"
"773","2010","4280005","Autism spectrum disorder,invention,mental health,education,brain,science,animals,design,technology"
"775","2009","3291875","mind,brain,music,performance"
"776","2009","832468","neuroscience,health care,medicine,biology,sight,science"
"777","2010","658301","culture,design,entertainment,art"
"779","2010","3686917","happiness,philosophy,mind,economics,psychology,brain,culture,science"
"78","2004","2109416","illusion,cognitive science,psychology,brain,culture,design"
"780","2009","555676","sports,india,culture,entertainment,business"
"783","2010","647948","interface design,web,demo,technology,data"
"784","1983","509387","astronomy,physics,science"
"785","2010","1864755","submarine,oceans,film,nature,entertainment,storytelling,adventure,technology,writing"
"786","2010","2770100","dance,gaming,entertainment,performance,collaboration"
"787","2009","930665","happiness,mind,psychology,self,life,business"
"788","2010","675313","statistics,computers,web,visualizations,Internet"
"789","2010","570974","transportation,culture,cities,design"
"79","2005","495093","telecom,transportation,alternative energy,microfinance,invention,poverty,investment,culture,global development,global issues,technology,business,communication"
"790","2010","1950276","health,biology,food,environment,agriculture"
"791","2009","701124","weather,medicine,biology,exploration,humanity,science,adventure"
"792","2009","1009157","magic,illusion,medicine,science,entertainment"
"795","2008","746104","money,web,entrepreneur,business,Internet"
"796","2010","706074","health care,biology,fish,war,science"
"797","2009","381457","health,health care,science,technology,business"
"798","2001","471070","biology,comedy,religion,biodiversity,life,storytelling,humor,writing"
"799","2010","4511886","gaming,play,computers,design,entertainment,global issues"
"8","2002","396025","New York,memory,interview,death,culture,architecture,disaster relief,cities,urban planning,design,collaboration"
"80","2003","683029","TED Brain Trust,biotech,invention,genetics,DNA,culture,science,technology,business"
"800","2009","725511","film,entertainment,creativity"
